Posição,Idade,Overall,Valor (€),Valor (R$)
MLD,16,76,44475200.0,266851200
MLD,17,76,44475200.0,266851200
MLD,18,76,44475200.0,266851200
MLD,19,76,44475200.0,266851200
MLD,20,76,44475200.0,266851200
MLD,21,76,44475200.0,266851200
MLE,15,76,44475200.0,266851200
MLE,16,76,44475200.0,266851200
MLE,17,76,44475200.0,266851200
MLE,18,76,44475200.0,266851200
MLE,19,76,44475200.0,266851200
MLE,20,76,44475200.0,266851200
MLE,21,76,44475200.0,266851200
MAT,15,76,44475200.0,266851200
MAT,16,76,44475200.0,266851200
MAT,17,76,44475200.0,266851200
MAT,18,76,44475200.0,266851200
MAT,19,76,44475200.0,266851200
MAT,20,76,44475200.0,266851200
MAT,21,76,44475200.0,266851200
CA,22,79,43687000.0,262122000
CA,23,79,43687000.0,262122000
CA,24,79,43687000.0,262122000
CA,25,79,43687000.0,262122000
CA,26,79,43687000.0,262122000
CA,27,79,43687000.0,262122000
CA,28,79,43687000.0,262122000
SAT,22,79,43687000.0,262122000
SAT,23,79,43687000.0,262122000
SAT,24,79,43687000.0,262122000
SAT,25,79,43687000.0,262122000
SAT,26,79,43687000.0,262122000
SAT,27,79,43687000.0,262122000
SAT,28,79,43687000.0,262122000
PTE,22,79,43687000.0,262122000
PTE,23,79,43687000.0,262122000
PTE,24,79,43687000.0,262122000
PTE,25,79,43687000.0,262122000
PTE,26,79,43687000.0,262122000
PTE,27,79,43687000.0,262122000
PTE,28,79,43687000.0,262122000
PTD,22,79,43687000.0,262122000
PTD,23,79,43687000.0,262122000
PTD,24,79,43687000.0,262122000
PTD,25,79,43687000.0,262122000
PTD,26,79,43687000.0,262122000
PTD,27,79,43687000.0,262122000
PTD,28,79,43687000.0,262122000
VOL,22,89,43565500.0,261393000
VOL,23,89,43565500.0,261393000
VOL,24,89,43565500.0,261393000
VOL,25,89,43565500.0,261393000
VOL,26,89,43565500.0,261393000
VOL,27,89,43565500.0,261393000
VOL,28,89,43565500.0,261393000
MLG,22,89,43565500.0,261393000
MLG,23,89,43565500.0,261393000
MLG,24,89,43565500.0,261393000
MLG,25,89,43565500.0,261393000
MLG,26,89,43565500.0,261393000
MLG,27,89,43565500.0,261393000
MLG,28,89,43565500.0,261393000
MLD,22,89,43565500.0,261393000
MLD,23,89,43565500.0,261393000
MLD,24,89,43565500.0,261393000
MLD,25,89,43565500.0,261393000
MLD,26,89,43565500.0,261393000
MLD,27,89,43565500.0,261393000
MLD,28,89,43565500.0,261393000
MLE,22,89,43565500.0,261393000
MLE,23,89,43565500.0,261393000
MLE,24,89,43565500.0,261393000
MLE,25,89,43565500.0,261393000
MLE,26,89,43565500.0,261393000
MLE,27,89,43565500.0,261393000
MLE,28,89,43565500.0,261393000
MAT,22,89,43565500.0,261393000
MAT,23,89,43565500.0,261393000
MAT,24,89,43565500.0,261393000
MAT,25,89,43565500.0,261393000
MAT,26,89,43565500.0,261393000
MAT,27,89,43565500.0,261393000
MAT,28,89,43565500.0,261393000
VOL,15,75,43312500.0,259875000
VOL,16,75,43312500.0,259875000
VOL,17,75,43312500.0,259875000
VOL,18,75,43312500.0,259875000
VOL,19,75,43312500.0,259875000
VOL,20,75,43312500.0,259875000
VOL,21,75,43312500.0,259875000
MLG,15,75,43312500.0,259875000
MLG,16,75,43312500.0,259875000
MLG,17,75,43312500.0,259875000
MLG,18,75,43312500.0,259875000
MLG,19,75,43312500.0,259875000
MLG,20,75,43312500.0,259875000
MLG,21,75,43312500.0,259875000
MLD,15,75,43312500.0,259875000
MLD,16,75,43312500.0,259875000
MLD,17,75,43312500.0,259875000
MLD,18,75,43312500.0,259875000
MLD,19,75,43312500.0,259875000
MLD,20,75,43312500.0,259875000
MLD,21,75,43312500.0,259875000
MLE,15,75,43312500.0,259875000
MLE,16,75,43312500.0,259875000
MLE,17,75,43312500.0,259875000
MLE,18,75,43312500.0,259875000
MLE,19,75,43312500.0,259875000
MLE,20,75,43312500.0,259875000
MLE,21,75,43312500.0,259875000
MAT,15,75,43312500.0,259875000
MAT,16,75,43312500.0,259875000
MAT,17,75,43312500.0,259875000
MAT,18,75,43312500.0,259875000
MAT,19,75,43312500.0,259875000
MAT,20,75,43312500.0,259875000
MAT,21,75,43312500.0,259875000
VOL,22,88,42592000.0,255552000
VOL,23,88,42592000.0,255552000
VOL,24,88,42592000.0,255552000
VOL,25,88,42592000.0,255552000
VOL,26,88,42592000.0,255552000
VOL,27,88,42592000.0,255552000
VOL,28,88,42592000.0,255552000
MLG,22,88,42592000.0,255552000
MLG,23,88,42592000.0,255552000
MLG,24,88,42592000.0,255552000
MLG,25,88,42592000.0,255552000
MLG,26,88,42592000.0,255552000
MLG,27,88,42592000.0,255552000
MLG,28,88,42592000.0,255552000
MLD,22,88,42592000.0,255552000
MLD,23,88,42592000.0,255552000
MLD,24,88,42592000.0,255552000
MLD,25,88,42592000.0,255552000
MLD,26,88,42592000.0,255552000
MLD,27,88,42592000.0,255552000
MLD,28,88,42592000.0,255552000
MLE,22,88,42592000.0,255552000
MLE,23,88,42592000.0,255552000
MLE,24,88,42592000.0,255552000
MLE,25,88,42592000.0,255552000
MLE,26,88,42592000.0,255552000
MLE,27,88,42592000.0,255552000
MLE,28,88,42592000.0,255552000
MAT,22,88,42592000.0,255552000
MAT,23,88,42592000.0,255552000
MAT,24,88,42592000.0,255552000
MAT,25,88,42592000.0,255552000
MAT,26,88,42592000.0,255552000
MAT,27,88,42592000.0,255552000
MAT,28,88,42592000.0,255552000
CA,22,78,42588000.0,255528000
CA,23,78,42588000.0,255528000
CA,24,78,42588000.0,255528000
CA,25,78,42588000.0,255528000
CA,26,78,42588000.0,255528000
CA,27,78,42588000.0,255528000
CA,28,78,42588000.0,255528000
SAT,22,78,42588000.0,255528000
SAT,23,78,42588000.0,255528000
SAT,24,78,42588000.0,255528000
SAT,25,78,42588000.0,255528000
SAT,26,78,42588000.0,255528000
SAT,27,78,42588000.0,255528000
SAT,28,78,42588000.0,255528000
PTE,22,78,42588000.0,255528000
PTE,23,78,42588000.0,255528000
PTE,24,78,42588000.0,255528000
PTE,25,78,42588000.0,255528000
PTE,26,78,42588000.0,255528000
PTE,27,78,42588000.0,255528000
PTE,28,78,42588000.0,255528000
PTD,22,78,42588000.0,255528000
PTD,23,78,42588000.0,255528000
PTD,24,78,42588000.0,255528000
PTD,25,78,42588000.0,255528000
PTD,26,78,42588000.0,255528000
PTD,27,78,42588000.0,255528000
PTD,28,78,42588000.0,255528000
VOL,22,87,41629500.0,249777000
VOL,23,87,41629500.0,249777000
VOL,24,87,41629500.0,249777000
VOL,25,87,41629500.0,249777000
VOL,26,87,41629500.0,249777000
VOL,27,87,41629500.0,249777000
VOL,28,87,41629500.0,249777000
MLG,22,87,41629500.0,249777000
MLG,23,87,41629500.0,249777000
MLG,24,87,41629500.0,249777000
MLG,25,87,41629500.0,249777000
MLG,26,87,41629500.0,249777000
MLG,27,87,41629500.0,249777000
MLG,28,87,41629500.0,249777000
MLD,22,87,41629500.0,249777000
MLD,23,87,41629500.0,249777000
MLD,24,87,41629500.0,249777000
MLD,25,87,41629500.0,249777000
MLD,26,87,41629500.0,249777000
MLD,27,87,41629500.0,249777000
MLD,28,87,41629500.0,249777000
MLE,22,87,41629500.0,249777000
MLE,23,87,41629500.0,249777000
MLE,24,87,41629500.0,249777000
MLE,25,87,41629500.0,249777000
MLE,26,87,41629500.0,249777000
MLE,27,87,41629500.0,249777000
MLE,28,87,41629500.0,249777000
MAT,22,87,41629500.0,249777000
MAT,23,87,41629500.0,249777000
MAT,24,87,41629500.0,249777000
MAT,25,87,41629500.0,249777000
MAT,26,87,41629500.0,249777000
MAT,27,87,41629500.0,249777000
MAT,28,87,41629500.0,249777000
CA,22,77,41503000.0,249018000
CA,23,77,41503000.0,249018000
CA,24,77,41503000.0,249018000
CA,25,77,41503000.0,249018000
CA,26,77,41503000.0,249018000
CA,27,77,41503000.0,249018000
CA,28,77,41503000.0,249018000
SAT,22,77,41503000.0,249018000
SAT,23,77,41503000.0,249018000
SAT,24,77,41503000.0,249018000
SAT,25,77,41503000.0,249018000
SAT,26,77,41503000.0,249018000
SAT,27,77,41503000.0,249018000
SAT,28,77,41503000.0,249018000
PTE,22,77,41503000.0,249018000
PTE,23,77,41503000.0,249018000
PTE,24,77,41503000.0,249018000
PTE,25,77,41503000.0,249018000
PTE,26,77,41503000.0,249018000
PTE,27,77,41503000.0,249018000
PTE,28,77,41503000.0,249018000
PTD,22,77,41503000.0,249018000
PTD,23,77,41503000.0,249018000
PTD,24,77,41503000.0,249018000
PTD,25,77,41503000.0,249018000
PTD,26,77,41503000.0,249018000
PTD,27,77,41503000.0,249018000
PTD,28,77,41503000.0,249018000
GO,15,99,41164200.0,246985200
GO,16,99,41164200.0,246985200
GO,17,99,41164200.0,246985200
GO,18,99,41164200.0,246985200
GO,19,99,41164200.0,246985200
GO,20,99,41164200.0,246985200
GO,21,99,41164200.0,246985200
ZC,15,99,41164200.0,246985200
ZC,16,99,41164200.0,246985200
ZC,17,99,41164200.0,246985200
ZC,18,99,41164200.0,246985200
ZC,19,99,41164200.0,246985200
ZC,20,99,41164200.0,246985200
ZC,21,99,41164200.0,246985200
LD,15,99,41164200.0,246985200
LD,16,99,41164200.0,246985200
LD,17,99,41164200.0,246985200
LD,18,99,41164200.0,246985200
LD,19,99,41164200.0,246985200
LD,20,99,41164200.0,246985200
LD,21,99,41164200.0,246985200
LE,15,99,41164200.0,246985200
LE,16,99,41164200.0,246985200
LE,17,99,41164200.0,246985200
LE,18,99,41164200.0,246985200
LE,19,99,41164200.0,246985200
LE,20,99,41164200.0,246985200
LE,21,99,41164200.0,246985200
VOL,22,86,40678000.0,244068000
VOL,23,86,40678000.0,244068000
VOL,24,86,40678000.0,244068000
VOL,25,86,40678000.0,244068000
VOL,26,86,40678000.0,244068000
VOL,27,86,40678000.0,244068000
VOL,28,86,40678000.0,244068000
MLG,22,86,40678000.0,244068000
MLG,23,86,40678000.0,244068000
MLG,24,86,40678000.0,244068000
MLG,25,86,40678000.0,244068000
MLG,26,86,40678000.0,244068000
MLG,27,86,40678000.0,244068000
MLG,28,86,40678000.0,244068000
MLD,22,86,40678000.0,244068000
MLD,23,86,40678000.0,244068000
MLD,24,86,40678000.0,244068000
MLD,25,86,40678000.0,244068000
MLD,26,86,40678000.0,244068000
MLD,27,86,40678000.0,244068000
MLD,28,86,40678000.0,244068000
MLE,22,86,40678000.0,244068000
MLE,23,86,40678000.0,244068000
MLE,24,86,40678000.0,244068000
MLE,25,86,40678000.0,244068000
MLE,26,86,40678000.0,244068000
MLE,27,86,40678000.0,244068000
MLE,28,86,40678000.0,244068000
MAT,22,86,40678000.0,244068000
MAT,23,86,40678000.0,244068000
MAT,24,86,40678000.0,244068000
MAT,25,86,40678000.0,244068000
MAT,26,86,40678000.0,244068000
MAT,27,86,40678000.0,244068000
MAT,28,86,40678000.0,244068000
CA,22,76,40432000.0,242592000
CA,23,76,40432000.0,242592000
CA,24,76,40432000.0,242592000
CA,25,76,40432000.0,242592000
CA,26,76,40432000.0,242592000
CA,27,76,40432000.0,242592000
CA,28,76,40432000.0,242592000
SAT,22,76,40432000.0,242592000
SAT,23,76,40432000.0,242592000
SAT,24,76,40432000.0,242592000
SAT,25,76,40432000.0,242592000
SAT,26,76,40432000.0,242592000
SAT,27,76,40432000.0,242592000
SAT,28,76,40432000.0,242592000
PTE,22,76,40432000.0,242592000
PTE,23,76,40432000.0,242592000
PTE,24,76,40432000.0,242592000
PTE,25,76,40432000.0,242592000
PTE,26,76,40432000.0,242592000
PTE,27,76,40432000.0,242592000
PTE,28,76,40432000.0,242592000
PTD,22,76,40432000.0,242592000
PTD,23,76,40432000.0,242592000
PTD,24,76,40432000.0,242592000
PTD,25,76,40432000.0,242592000
PTD,26,76,40432000.0,242592000
PTD,27,76,40432000.0,242592000
PTD,28,76,40432000.0,242592000
GO,15,98,40336800.0,242020800
GO,16,98,40336800.0,242020800
GO,17,98,40336800.0,242020800
GO,18,98,40336800.0,242020800
GO,19,98,40336800.0,242020800
GO,20,98,40336800.0,242020800
GO,21,98,40336800.0,242020800
ZC,15,98,40336800.0,242020800
ZC,16,98,40336800.0,242020800
ZC,17,98,40336800.0,242020800
ZC,18,98,40336800.0,242020800
ZC,19,98,40336800.0,242020800
ZC,20,98,40336800.0,242020800
ZC,21,98,40336800.0,242020800
LD,15,98,40336800.0,242020800
LD,16,98,40336800.0,242020800
LD,17,98,40336800.0,242020800
LD,18,98,40336800.0,242020800
LD,19,98,40336800.0,242020800
LD,20,98,40336800.0,242020800
LD,21,98,40336800.0,242020800
LE,15,98,40336800.0,242020800
LE,16,98,40336800.0,242020800
LE,17,98,40336800.0,242020800
LE,18,98,40336800.0,242020800
LE,19,98,40336800.0,242020800
LE,20,98,40336800.0,242020800
LE,21,98,40336800.0,242020800
VOL,22,85,39737500.0,238425000
VOL,23,85,39737500.0,238425000
VOL,24,85,39737500.0,238425000
VOL,25,85,39737500.0,238425000
VOL,26,85,39737500.0,238425000
VOL,27,85,39737500.0,238425000
VOL,28,85,39737500.0,238425000
MLG,22,85,39737500.0,238425000
MLG,23,85,39737500.0,238425000
MLG,24,85,39737500.0,238425000
MLG,25,85,39737500.0,238425000
MLG,26,85,39737500.0,238425000
MLG,27,85,39737500.0,238425000
MLG,28,85,39737500.0,238425000
MLD,22,85,39737500.0,238425000
MLD,23,85,39737500.0,238425000
MLD,24,85,39737500.0,238425000
MLD,25,85,39737500.0,238425000
MLD,26,85,39737500.0,238425000
MLD,27,85,39737500.0,238425000
MLD,28,85,39737500.0,238425000
MLE,22,85,39737500.0,238425000
MLE,23,85,39737500.0,238425000
MLE,24,85,39737500.0,238425000
MLE,25,85,39737500.0,238425000
MLE,26,85,39737500.0,238425000
MLE,27,85,39737500.0,238425000
MLE,28,85,39737500.0,238425000
MAT,22,85,39737500.0,238425000
MAT,23,85,39737500.0,238425000
MAT,24,85,39737500.0,238425000
MAT,25,85,39737500.0,238425000
MAT,26,85,39737500.0,238425000
MAT,27,85,39737500.0,238425000
MAT,28,85,39737500.0,238425000
GO,15,97,39517800.0,237106800
GO,16,97,39517800.0,237106800
GO,17,97,39517800.0,237106800
GO,18,97,39517800.0,237106800
GO,19,97,39517800.0,237106800
GO,20,97,39517800.0,237106800
GO,21,97,39517800.0,237106800
ZC,15,97,39517800.0,237106800
ZC,16,97,39517800.0,237106800
ZC,17,97,39517800.0,237106800
ZC,18,97,39517800.0,237106800
ZC,19,97,39517800.0,237106800
ZC,20,97,39517800.0,237106800
ZC,21,97,39517800.0,237106800
LD,15,97,39517800.0,237106800
LD,16,97,39517800.0,237106800
LD,17,97,39517800.0,237106800
LD,18,97,39517800.0,237106800
LD,19,97,39517800.0,237106800
LD,20,97,39517800.0,237106800
LD,21,97,39517800.0,237106800
LE,15,97,39517800.0,237106800
LE,16,97,39517800.0,237106800
LE,17,97,39517800.0,237106800
LE,18,97,39517800.0,237106800
LE,19,97,39517800.0,237106800
LE,20,97,39517800.0,237106800
LE,21,97,39517800.0,237106800
CA,22,75,39375000.0,236250000
CA,23,75,39375000.0,236250000
CA,24,75,39375000.0,236250000
CA,25,75,39375000.0,236250000
CA,26,75,39375000.0,236250000
CA,27,75,39375000.0,236250000
CA,28,75,39375000.0,236250000
SAT,22,75,39375000.0,236250000
SAT,23,75,39375000.0,236250000
SAT,24,75,39375000.0,236250000
SAT,25,75,39375000.0,236250000
SAT,26,75,39375000.0,236250000
SAT,27,75,39375000.0,236250000
SAT,28,75,39375000.0,236250000
PTE,22,75,39375000.0,236250000
PTE,23,75,39375000.0,236250000
PTE,24,75,39375000.0,236250000
PTE,25,75,39375000.0,236250000
PTE,26,75,39375000.0,236250000
PTE,27,75,39375000.0,236250000
PTE,28,75,39375000.0,236250000
PTD,22,75,39375000.0,236250000
PTD,23,75,39375000.0,236250000
PTD,24,75,39375000.0,236250000
PTD,25,75,39375000.0,236250000
PTD,26,75,39375000.0,236250000
PTD,27,75,39375000.0,236250000
PTD,28,75,39375000.0,236250000
VOL,22,84,38808000.0,232848000
VOL,23,84,38808000.0,232848000
VOL,24,84,38808000.0,232848000
VOL,25,84,38808000.0,232848000
VOL,26,84,38808000.0,232848000
VOL,27,84,38808000.0,232848000
VOL,28,84,38808000.0,232848000
MLG,22,84,38808000.0,232848000
MLG,23,84,38808000.0,232848000
MLG,24,84,38808000.0,232848000
MLG,25,84,38808000.0,232848000
MLG,26,84,38808000.0,232848000
MLG,27,84,38808000.0,232848000
MLG,28,84,38808000.0,232848000
MLD,22,84,38808000.0,232848000
MLD,23,84,38808000.0,232848000
MLD,24,84,38808000.0,232848000
MLD,25,84,38808000.0,232848000
MLD,26,84,38808000.0,232848000
MLD,27,84,38808000.0,232848000
MLD,28,84,38808000.0,232848000
MLE,22,84,38808000.0,232848000
MLE,23,84,38808000.0,232848000
MLE,24,84,38808000.0,232848000
MLE,25,84,38808000.0,232848000
MLE,26,84,38808000.0,232848000
MLE,27,84,38808000.0,232848000
MLE,28,84,38808000.0,232848000
MAT,22,84,38808000.0,232848000
MAT,23,84,38808000.0,232848000
MAT,24,84,38808000.0,232848000
MAT,25,84,38808000.0,232848000
MAT,26,84,38808000.0,232848000
MAT,27,84,38808000.0,232848000
MAT,28,84,38808000.0,232848000
GO,15,96,38707200.0,232243200
GO,16,96,38707200.0,232243200
GO,17,96,38707200.0,232243200
GO,18,96,38707200.0,232243200
GO,19,96,38707200.0,232243200
GO,20,96,38707200.0,232243200
GO,21,96,38707200.0,232243200
ZC,15,96,38707200.0,232243200
ZC,16,96,38707200.0,232243200
ZC,17,96,38707200.0,232243200
ZC,18,96,38707200.0,232243200
ZC,19,96,38707200.0,232243200
ZC,20,96,38707200.0,232243200
ZC,21,96,38707200.0,232243200
LD,15,96,38707200.0,232243200
LD,16,96,38707200.0,232243200
LD,17,96,38707200.0,232243200
LD,18,96,38707200.0,232243200
LD,19,96,38707200.0,232243200
LD,20,96,38707200.0,232243200
LD,21,96,38707200.0,232243200
LE,15,96,38707200.0,232243200
LE,16,96,38707200.0,232243200
LE,17,96,38707200.0,232243200
LE,18,96,38707200.0,232243200
LE,19,96,38707200.0,232243200
LE,20,96,38707200.0,232243200
LE,21,96,38707200.0,232243200
GO,15,95,37905000.0,227430000
GO,16,95,37905000.0,227430000
GO,17,95,37905000.0,227430000
GO,18,95,37905000.0,227430000
GO,19,95,37905000.0,227430000
GO,20,95,37905000.0,227430000
GO,21,95,37905000.0,227430000
ZC,15,95,37905000.0,227430000
ZC,16,95,37905000.0,227430000
ZC,17,95,37905000.0,227430000
ZC,18,95,37905000.0,227430000
ZC,19,95,37905000.0,227430000
ZC,20,95,37905000.0,227430000
ZC,21,95,37905000.0,227430000
LD,15,95,37905000.0,227430000
LD,16,95,37905000.0,227430000
LD,17,95,37905000.0,227430000
LD,18,95,37905000.0,227430000
LD,19,95,37905000.0,227430000
LD,20,95,37905000.0,227430000
LD,21,95,37905000.0,227430000
LE,15,95,37905000.0,227430000
LE,16,95,37905000.0,227430000
LE,17,95,37905000.0,227430000
LE,18,95,37905000.0,227430000
LE,19,95,37905000.0,227430000
LE,20,95,37905000.0,227430000
LE,21,95,37905000.0,227430000
VOL,22,83,37889500.0,227337000
VOL,23,83,37889500.0,227337000
VOL,24,83,37889500.0,227337000
VOL,25,83,37889500.0,227337000
VOL,26,83,37889500.0,227337000
VOL,27,83,37889500.0,227337000
VOL,28,83,37889500.0,227337000
MLG,22,83,37889500.0,227337000
MLG,23,83,37889500.0,227337000
MLG,24,83,37889500.0,227337000
MLG,25,83,37889500.0,227337000
MLG,26,83,37889500.0,227337000
MLG,27,83,37889500.0,227337000
MLG,28,83,37889500.0,227337000
MLD,22,83,37889500.0,227337000
MLD,23,83,37889500.0,227337000
MLD,24,83,37889500.0,227337000
MLD,25,83,37889500.0,227337000
MLD,26,83,37889500.0,227337000
MLD,27,83,37889500.0,227337000
MLD,28,83,37889500.0,227337000
MLE,22,83,37889500.0,227337000
MLE,23,83,37889500.0,227337000
MLE,24,83,37889500.0,227337000
MLE,25,83,37889500.0,227337000
MLE,26,83,37889500.0,227337000
MLE,27,83,37889500.0,227337000
MLE,28,83,37889500.0,227337000
MAT,22,83,37889500.0,227337000
MAT,23,83,37889500.0,227337000
MAT,24,83,37889500.0,227337000
MAT,25,83,37889500.0,227337000
MAT,26,83,37889500.0,227337000
MAT,27,83,37889500.0,227337000
MAT,28,83,37889500.0,227337000
GO,15,94,37111200.0,222667200
GO,16,94,37111200.0,222667200
GO,17,94,37111200.0,222667200
GO,18,94,37111200.0,222667200
GO,19,94,37111200.0,222667200
GO,20,94,37111200.0,222667200
GO,21,94,37111200.0,222667200
ZC,15,94,37111200.0,222667200
ZC,16,94,37111200.0,222667200
ZC,17,94,37111200.0,222667200
ZC,18,94,37111200.0,222667200
ZC,19,94,37111200.0,222667200
ZC,20,94,37111200.0,222667200
ZC,21,94,37111200.0,222667200
LD,15,94,37111200.0,222667200
LD,16,94,37111200.0,222667200
LD,17,94,37111200.0,222667200
LD,18,94,37111200.0,222667200
LD,19,94,37111200.0,222667200
LD,20,94,37111200.0,222667200
LD,21,94,37111200.0,222667200
LE,15,94,37111200.0,222667200
LE,16,94,37111200.0,222667200
LE,17,94,37111200.0,222667200
LE,18,94,37111200.0,222667200
LE,19,94,37111200.0,222667200
LE,20,94,37111200.0,222667200
LE,21,94,37111200.0,222667200
VOL,22,82,36982000.0,221892000
VOL,23,82,36982000.0,221892000
VOL,24,82,36982000.0,221892000
VOL,25,82,36982000.0,221892000
VOL,26,82,36982000.0,221892000
VOL,27,82,36982000.0,221892000
VOL,28,82,36982000.0,221892000
MLG,22,82,36982000.0,221892000
MLG,23,82,36982000.0,221892000
MLG,24,82,36982000.0,221892000
MLG,25,82,36982000.0,221892000
MLG,26,82,36982000.0,221892000
MLG,27,82,36982000.0,221892000
MLG,28,82,36982000.0,221892000
MLD,22,82,36982000.0,221892000
MLD,23,82,36982000.0,221892000
MLD,24,82,36982000.0,221892000
MLD,25,82,36982000.0,221892000
MLD,26,82,36982000.0,221892000
MLD,27,82,36982000.0,221892000
MLD,28,82,36982000.0,221892000
MLE,22,82,36982000.0,221892000
MLE,23,82,36982000.0,221892000
MLE,24,82,36982000.0,221892000
MLE,25,82,36982000.0,221892000
MLE,26,82,36982000.0,221892000
MLE,27,82,36982000.0,221892000
MLE,28,82,36982000.0,221892000
MAT,22,82,36982000.0,221892000
MAT,23,82,36982000.0,221892000
MAT,24,82,36982000.0,221892000
MAT,25,82,36982000.0,221892000
MAT,26,82,36982000.0,221892000
MAT,27,82,36982000.0,221892000
MAT,28,82,36982000.0,221892000
GO,15,93,36325800.0,217954800
GO,16,93,36325800.0,217954800
GO,17,93,36325800.0,217954800
GO,18,93,36325800.0,217954800
GO,19,93,36325800.0,217954800
GO,20,93,36325800.0,217954800
GO,21,93,36325800.0,217954800
ZC,15,93,36325800.0,217954800
ZC,16,93,36325800.0,217954800
ZC,17,93,36325800.0,217954800
ZC,18,93,36325800.0,217954800
ZC,19,93,36325800.0,217954800
ZC,20,93,36325800.0,217954800
ZC,21,93,36325800.0,217954800
LD,15,93,36325800.0,217954800
LD,16,93,36325800.0,217954800
LD,17,93,36325800.0,217954800
LD,18,93,36325800.0,217954800
LD,19,93,36325800.0,217954800
LD,20,93,36325800.0,217954800
LD,21,93,36325800.0,217954800
LE,15,93,36325800.0,217954800
LE,16,93,36325800.0,217954800
LE,17,93,36325800.0,217954800
LE,18,93,36325800.0,217954800
LE,19,93,36325800.0,217954800
LE,20,93,36325800.0,217954800
LE,21,93,36325800.0,217954800
VOL,22,81,36085500.0,216513000
VOL,23,81,36085500.0,216513000
VOL,24,81,36085500.0,216513000
VOL,25,81,36085500.0,216513000
VOL,26,81,36085500.0,216513000
VOL,27,81,36085500.0,216513000
VOL,28,81,36085500.0,216513000
MLG,22,81,36085500.0,216513000
MLG,23,81,36085500.0,216513000
MLG,24,81,36085500.0,216513000
MLG,25,81,36085500.0,216513000
MLG,26,81,36085500.0,216513000
MLG,27,81,36085500.0,216513000
MLG,28,81,36085500.0,216513000
MLD,22,81,36085500.0,216513000
MLD,23,81,36085500.0,216513000
MLD,24,81,36085500.0,216513000
MLD,25,81,36085500.0,216513000
MLD,26,81,36085500.0,216513000
MLD,27,81,36085500.0,216513000
MLD,28,81,36085500.0,216513000
MLE,22,81,36085500.0,216513000
MLE,23,81,36085500.0,216513000
MLE,24,81,36085500.0,216513000
MLE,25,81,36085500.0,216513000
MLE,26,81,36085500.0,216513000
MLE,27,81,36085500.0,216513000
MLE,28,81,36085500.0,216513000
MAT,22,81,36085500.0,216513000
MAT,23,81,36085500.0,216513000
MAT,24,81,36085500.0,216513000
MAT,25,81,36085500.0,216513000
MAT,26,81,36085500.0,216513000
MAT,27,81,36085500.0,216513000
MAT,28,81,36085500.0,216513000
GO,15,92,35548800.0,213292800
GO,16,92,35548800.0,213292800
GO,17,92,35548800.0,213292800
GO,18,92,35548800.0,213292800
GO,19,92,35548800.0,213292800
GO,20,92,35548800.0,213292800
GO,21,92,35548800.0,213292800
ZC,15,92,35548800.0,213292800
ZC,16,92,35548800.0,213292800
ZC,17,92,35548800.0,213292800
ZC,18,92,35548800.0,213292800
ZC,19,92,35548800.0,213292800
ZC,20,92,35548800.0,213292800
ZC,21,92,35548800.0,213292800
LD,15,92,35548800.0,213292800
LD,16,92,35548800.0,213292800
LD,17,92,35548800.0,213292800
LD,18,92,35548800.0,213292800
LD,19,92,35548800.0,213292800
LD,20,92,35548800.0,213292800
LD,21,92,35548800.0,213292800
LE,15,92,35548800.0,213292800
LE,16,92,35548800.0,213292800
LE,17,92,35548800.0,213292800
LE,18,92,35548800.0,213292800
LE,19,92,35548800.0,213292800
LE,20,92,35548800.0,213292800
LE,21,92,35548800.0,213292800
VOL,22,80,35200000.0,211200000
VOL,23,80,35200000.0,211200000
VOL,24,80,35200000.0,211200000
VOL,25,80,35200000.0,211200000
VOL,26,80,35200000.0,211200000
VOL,27,80,35200000.0,211200000
VOL,28,80,35200000.0,211200000
MLG,22,80,35200000.0,211200000
MLG,23,80,35200000.0,211200000
MLG,24,80,35200000.0,211200000
MLG,25,80,35200000.0,211200000
MLG,26,80,35200000.0,211200000
MLG,27,80,35200000.0,211200000
MLG,28,80,35200000.0,211200000
MLD,22,80,35200000.0,211200000
MLD,23,80,35200000.0,211200000
MLD,24,80,35200000.0,211200000
MLD,25,80,35200000.0,211200000
MLD,26,80,35200000.0,211200000
MLD,27,80,35200000.0,211200000
MLD,28,80,35200000.0,211200000
MLE,22,80,35200000.0,211200000
MLE,23,80,35200000.0,211200000
MLE,24,80,35200000.0,211200000
MLE,25,80,35200000.0,211200000
MLE,26,80,35200000.0,211200000
MLE,27,80,35200000.0,211200000
MLE,28,80,35200000.0,211200000
MAT,22,80,35200000.0,211200000
MAT,23,80,35200000.0,211200000
MAT,24,80,35200000.0,211200000
MAT,25,80,35200000.0,211200000
MAT,26,80,35200000.0,211200000
MAT,27,80,35200000.0,211200000
MAT,28,80,35200000.0,211200000
GO,15,91,34780200.0,208681200
GO,16,91,34780200.0,208681200
GO,17,91,34780200.0,208681200
GO,18,91,34780200.0,208681200
GO,19,91,34780200.0,208681200
GO,20,91,34780200.0,208681200
GO,21,91,34780200.0,208681200
ZC,15,91,34780200.0,208681200
ZC,16,91,34780200.0,208681200
ZC,17,91,34780200.0,208681200
ZC,18,91,34780200.0,208681200
ZC,19,91,34780200.0,208681200
ZC,20,91,34780200.0,208681200
ZC,21,91,34780200.0,208681200
LD,15,91,34780200.0,208681200
LD,16,91,34780200.0,208681200
LD,17,91,34780200.0,208681200
LD,18,91,34780200.0,208681200
LD,19,91,34780200.0,208681200
